,cdate,acode,aname,scode,sname,fdust,ufdust,ozone,nd,cm,sagas,fdust+30cm
0,20180101,100,도심권,111121,중구,32,18,0.015,0.028,0.5,0.005,47.0
1,20180101,104,동남권,111273,송파구,52,23,0.013,0.028,0.7,0.004,73.0
2,20180101,104,동남권,111262,서초구,49,24,0.011,0.031,0.6,0.005,67.0
3,20180101,104,동남권,111261,강남구,34,22,0.01,0.033,0.6,0.006,52.0
4,20180101,103,서남권,111301,양천구,37,21,0.008,0.037000000000000005,0.7,0.005,58.0
5,20180101,103,서남권,111281,금천구,39,21,0.01,0.036000000000000004,0.6,0.005,57.0
6,20180101,103,서남권,111251,관악구,38,23,0.008,0.036000000000000004,0.5,0.008,53.0
7,20180101,103,서남권,111241,동작구,40,19,0.012,0.035,0.5,0.005,55.0
8,20180101,103,서남권,111231,영등포구,47,24,0.01,0.03,0.7,0.006999999999999999,68.0
9,20180101,103,서남권,111221,구로구,47,28,0.008,0.025,0.6,0.006999999999999999,65.0
10,20180101,103,서남권,111212,강서구,0,13,0.012,0.036000000000000004,0.7,0.004,21.0
11,20180101,102,동북권,111311,노원구,42,21,0.012,0.034,0.8,0.006999999999999999,66.0
12,20180101,104,동남권,111274,강동구,48,24,0.01,0.038,0.7,0.005,69.0
13,20180101,102,동북권,111291,강북구,38,18,0.018000000000000002,0.026,0.6,0.004,56.0
14,20180101,102,동북권,111171,도봉구,44,22,0.016,0.029,0.6,0.006,62.0
15,20180101,102,동북권,111161,성북구,43,19,0.01,0.04,0.7,0.006999999999999999,64.0
16,20180101,102,동북권,111152,동대문구,46,20,0.013,0.031,0.6,0.006,64.0
17,20180101,102,동북권,111151,중랑구,48,22,0.01,0.036000000000000004,0.7,0.006999999999999999,69.0
18,20180101,102,동북권,111142,성동구,47,23,0.01,0.032,0.3,0.006,56.0
19,20180101,102,동북권,111141,광진구,41,21,0.012,0.037000000000000005,0.7,0.005,62.0
20,20180101,101,서북권,111201,마포구,39,21,0.012,0.033,0.6,0.006,57.0
21,20180101,101,서북권,111181,은평구,41,21,0.014,0.017,0.6,0.003,59.0
22,20180101,100,도심권,111131,용산구,38,18,0.012,0.029,0.3,0.005,47.0
23,20180101,100,도심권,111123,종로구,34,17,0.016,0.029,0.6,0.006999999999999999,52.0
24,20180102,104,동남권,111274,강동구,46,25,0.009000000000000001,0.041,0.8,0.005,70.0
25,20180102,104,동남권,111273,송파구,53,27,0.011,0.033,0.9,0.005,80.0
26,20180102,104,동남권,111262,서초구,50,26,0.01,0.032,0.7,0.006,71.0
27,20180102,104,동남권,111261,강남구,34,25,0.006999999999999999,0.039,0.7,0.006,55.0
28,20180102,103,서남권,111301,양천구,39,24,0.008,0.038,0.8,0.005,63.0
29,20180102,103,서남권,111281,금천구,39,24,0.01,0.039,0.7,0.005,60.0
30,20180102,103,서남권,111251,관악구,37,24,0.006999999999999999,0.042,0.6,0.006999999999999999,55.0
31,20180102,103,서남권,111241,동작구,43,24,0.011,0.045,0.8,0.004,67.0
32,20180102,103,서남권,111231,영등포구,48,25,0.009000000000000001,0.037000000000000005,0.8,0.006999999999999999,72.0
33,20180102,103,서남권,111221,구로구,46,29,0.006999999999999999,0.024,0.8,0.006999999999999999,70.0
34,20180102,103,서남권,111212,강서구,23,15,0.012,0.037000000000000005,0.7,0.004,44.0
35,20180102,102,동북권,111311,노원구,41,22,0.014,0.033,0.8,0.006,65.0
36,20180102,102,동북권,111291,강북구,32,16,0.02,0.028,0.6,0.004,50.0
37,20180102,102,동북권,111171,도봉구,42,22,0.016,0.033,0.8,0.004,66.0
38,20180102,102,동북권,111161,성북구,43,20,0.012,0.041,0.9,0.006,70.0
39,20180102,102,동북권,111152,동대문구,43,21,0.011,0.043,0.7,0.006,64.0
40,20180102,102,동북권,111151,중랑구,46,22,0.008,0.042,0.8,0.006,70.0
41,20180102,102,동북권,111142,성동구,42,23,0.009000000000000001,0.033,0.5,0.005,57.0
42,20180102,102,동북권,111141,광진구,44,25,0.01,0.043,0.8,0.006,68.0
43,20180102,101,서북권,111201,마포구,40,24,0.01,0.043,0.9,0.005,67.0
44,20180102,101,서북권,111181,은평구,40,21,0.013,0.021,0.8,0.004,64.0
45,20180102,100,도심권,111131,용산구,38,21,0.009000000000000001,0.038,0.5,0.005,53.0
46,20180102,100,도심권,111123,종로구,36,22,0.01,0.044,0.9,0.006999999999999999,63.0
47,20180102,100,도심권,111121,중구,33,20,0.012,0.037000000000000005,0.8,0.005,57.0
48,20180103,100,도심권,111123,종로구,31,19,0.016,0.025,0.6,0.006999999999999999,49.0
49,20180103,104,동남권,111274,강동구,39,20,0.015,0.028,0.5,0.005,54.0
50,20180103,104,동남권,111273,송파구,40,20,0.016,0.022,0.4,0.004,52.0
51,20180103,104,동남권,111262,서초구,40,20,0.016,0.019,0.4,0.005,52.0
52,20180103,104,동남권,111261,강남구,28,20,0.01,0.027000000000000003,0.5,0.006,43.0
53,20180103,103,서남권,111301,양천구,33,18,0.015,0.022,0.5,0.004,48.0
54,20180103,103,서남권,111281,금천구,33,19,0.016,0.026,0.5,0.005,48.0
55,20180103,103,서남권,111251,관악구,30,18,0.012,0.025,0.3,0.006999999999999999,39.0
56,20180103,103,서남권,111241,동작구,39,18,0.015,0.026,0.4,0.004,51.0
57,20180103,103,서남권,111231,영등포구,40,21,0.012,0.024,0.6,0.006999999999999999,58.0
58,20180103,103,서남권,111221,구로구,39,24,0.012,0.016,0.4,0.006,51.0
59,20180103,103,서남권,111212,강서구,33,15,0.019,0.02,0.4,0.004,45.0
60,20180103,102,동북권,111311,노원구,36,19,0.022,0.018000000000000002,0.5,0.006,51.0
61,20180103,102,동북권,111291,강북구,30,14,0.026,0.016,0.5,0.004,45.0
62,20180103,102,동북권,111171,도봉구,34,20,0.023,0.014,0.4,0.006,46.0
63,20180103,102,동북권,111161,성북구,37,17,0.017,0.024,0.5,0.006,52.0
64,20180103,102,동북권,111152,동대문구,37,19,0.017,0.024,0.5,0.006,52.0
65,20180103,102,동북권,111151,중랑구,39,21,0.014,0.025,0.5,0.006,54.0
66,20180103,102,동북권,111142,성동구,37,21,0.012,0.024,0.5,0.005,52.0
67,20180103,102,동북권,111141,광진구,34,18,0.016,0.026,0.5,0.004,49.0
68,20180103,101,서북권,111201,마포구,33,18,0.017,0.021,0.5,0.005,48.0
69,20180103,100,도심권,111121,중구,30,18,0.018000000000000002,0.021,0.5,0.005,45.0
70,20180103,101,서북권,111181,은평구,39,22,0.02,0.024,0.6,0.005,57.0
71,20180103,100,도심권,111131,용산구,36,17,0.013,0.025,0.3,0.005,45.0
72,20180104,100,도심권,111121,중구,38,24,0.009000000000000001,0.036000000000000004,0.7,0.005,59.0
73,20180104,104,동남권,111274,강동구,55,28,0.011,0.036000000000000004,0.6,0.005,73.0
74,20180104,104,동남권,111273,송파구,57,26,0.013,0.029,0.6,0.005,75.0
75,20180104,104,동남권,111262,서초구,52,26,0.008,0.034,0.5,0.005,67.0
76,20180104,104,동남권,111261,강남구,34,26,0.006999999999999999,0.037000000000000005,0.6,0.006,52.0
77,20180104,103,서남권,111301,양천구,39,23,0.008,0.033,0.6,0.004,57.0
78,20180104,103,서남권,111281,금천구,42,25,0.009000000000000001,0.038,0.6,0.005,60.0
79,20180104,103,서남권,111251,관악구,41,26,0.006,0.039,0.4,0.006999999999999999,53.0
80,20180104,103,서남권,111241,동작구,49,27,0.009000000000000001,0.042,0.6,0.005,67.0
81,20180104,103,서남권,111231,영등포구,49,25,0.009000000000000001,0.031,0.7,0.006999999999999999,70.0
82,20180104,103,서남권,111221,구로구,48,28,0.006999999999999999,0.024,0.6,0.006,66.0
83,20180104,103,서남권,111212,강서구,61,27,0.01,0.034,0.5,0.003,76.0
84,20180104,102,동북권,111311,노원구,47,26,0.014,0.031,0.6,0.006,65.0
85,20180104,102,동북권,111291,강북구,39,20,0.015,0.031,0.6,0.004,57.0
86,20180104,102,동북권,111171,도봉구,48,26,0.011,0.035,0.5,0.005,63.0
87,20180104,102,동북권,111161,성북구,47,22,0.01,0.038,0.7,0.006,68.0
88,20180104,102,동북권,111152,동대문구,48,23,0.011,0.039,0.6,0.006,66.0
89,20180104,102,동북권,111151,중랑구,51,26,0.011,0.033,0.6,0.006,69.0
90,20180104,102,동북권,111142,성동구,46,25,0.008,0.032,0.5,0.005,61.0
91,20180104,102,동북권,111141,광진구,43,24,0.014,0.033,0.5,0.005,58.0
92,20180104,101,서북권,111201,마포구,45,25,0.009000000000000001,0.036000000000000004,0.6,0.005,63.0
93,20180104,101,서북권,111181,은평구,38,21,0.015,0.03,0.6,0.005,56.0
94,20180104,100,도심권,111131,용산구,41,23,0.008,0.036000000000000004,0.4,0.005,53.0
95,20180104,100,도심권,111123,종로구,39,24,0.01,0.037000000000000005,0.7,0.006999999999999999,60.0
96,20180105,100,도심권,111121,중구,48,33,0.006,0.044,0.8,0.005,72.0
97,20180105,104,동남권,111274,강동구,67,45,0.006999999999999999,0.049,0.8,0.005,91.0
98,20180105,104,동남권,111273,송파구,65,36,0.008,0.038,0.7,0.006,86.0
99,20180105,104,동남권,111262,서초구,60,37,0.008,0.036000000000000004,0.6,0.006,78.0
100,20180105,104,동남권,111261,강남구,46,37,0.006,0.044,0.7,0.006,67.0
101,20180105,103,서남권,111301,양천구,51,36,0.006999999999999999,0.04,0.7,0.005,72.0
102,20180105,103,서남권,111281,금천구,49,34,0.009000000000000001,0.044,0.8,0.006,73.0
103,20180105,103,서남권,111251,관악구,48,36,0.006999999999999999,0.041,0.5,0.006999999999999999,63.0
104,20180105,103,서남권,111241,동작구,53,34,0.01,0.043,0.7,0.005,74.0
105,20180105,103,서남권,111231,영등포구,61,40,0.009000000000000001,0.034,0.8,0.008,85.0
106,20180105,103,서남권,111221,구로구,61,42,0.006,0.028,0.6,0.006999999999999999,79.0
107,20180105,103,서남권,111212,강서구,74,40,0.01,0.043,0.7,0.005,95.0
108,20180105,102,동북권,111311,노원구,63,40,0.008,0.044,0.9,0.006999999999999999,90.0
109,20180105,102,동북권,111291,강북구,56,34,0.013,0.042,0.8,0.005,80.0
110,20180105,102,동북권,111171,도봉구,65,41,0.012,0.039,0.8,0.004,89.0
111,20180105,102,동북권,111161,성북구,63,36,0.008,0.043,0.7,0.006,84.0
112,20180105,102,동북권,111152,동대문구,65,36,0.009000000000000001,0.049,0.7,0.006999999999999999,86.0
113,20180105,102,동북권,111151,중랑구,67,39,0.006,0.048,0.8,0.006999999999999999,91.0
114,20180105,102,동북권,111142,성동구,59,37,0.006,0.041,0.6,0.006,77.0
115,20180105,102,동북권,111141,광진구,64,40,0.008,0.048,0.9,0.005,91.0
116,20180105,101,서북권,111201,마포구,55,36,0.006999999999999999,0.043,0.8,0.006,79.0
117,20180105,101,서북권,111181,은평구,52,31,0.01,0.043,0.5,0.005,67.0
118,20180105,100,도심권,111131,용산구,50,35,0.006999999999999999,0.043,0.5,0.006,65.0
119,20180105,100,도심권,111123,종로구,51,35,0.006999999999999999,0.048,0.8,0.006999999999999999,75.0
120,20180106,102,동북권,111291,강북구,42,26,0.019,0.031,0.8,0.004,66.0
121,20180106,104,동남권,111274,강동구,63,44,0.006,0.051,0.9,0.005,90.0
122,20180106,104,동남권,111273,송파구,60,29,0.009000000000000001,0.04,0.7,0.005,81.0
123,20180106,104,동남권,111262,서초구,52,35,0.011,0.034,0.6,0.006,70.0
124,20180106,104,동남권,111261,강남구,35,30,0.01,0.037000000000000005,0.6,0.006,53.0
125,20180106,103,서남권,111301,양천구,42,31,0.01,0.038,0.7,0.005,63.0
126,20180106,103,서남권,111281,금천구,43,31,0.011,0.04,0.7,0.006,64.0
127,20180106,103,서남권,111251,관악구,44,34,0.009000000000000001,0.041,0.5,0.008,59.0
128,20180106,103,서남권,111241,동작구,47,30,0.012,0.04,0.6,0.005,65.0
129,20180106,103,서남권,111231,영등포구,53,36,0.01,0.034,0.7,0.006999999999999999,74.0
130,20180106,103,서남권,111221,구로구,55,39,0.009000000000000001,0.026,0.6,0.006999999999999999,73.0
131,20180106,103,서남권,111212,강서구,50,33,0.015,0.037000000000000005,0.7,0.004,71.0
132,20180106,102,동북권,111311,노원구,49,31,0.011,0.041,0.8,0.006999999999999999,73.0
133,20180106,102,동북권,111171,도봉구,52,36,0.017,0.034,0.8,0.006,76.0
134,20180106,102,동북권,111161,성북구,51,34,0.011,0.042,0.7,0.006,72.0
135,20180106,102,동북권,111152,동대문구,50,31,0.016,0.036000000000000004,0.6,0.006999999999999999,68.0
136,20180106,102,동북권,111151,중랑구,52,34,0.009000000000000001,0.043,0.8,0.006,76.0
137,20180106,102,동북권,111142,성동구,46,30,0.011,0.033,0.4,0.005,58.0
138,20180106,102,동북권,111141,광진구,54,34,0.009000000000000001,0.046,0.8,0.005,78.0
139,20180106,101,서북권,111201,마포구,45,32,0.014,0.035,0.7,0.005,66.0
140,20180106,101,서북권,111181,은평구,45,31,0.017,0.035,0.6,0.004,63.0
141,20180106,100,도심권,111131,용산구,44,26,0.013,0.033,0.4,0.005,56.0
142,20180106,100,도심권,111123,종로구,38,27,0.017,0.034,0.7,0.006999999999999999,59.0
143,20180106,100,도심권,111121,중구,38,26,0.015,0.033,0.7,0.005,59.0
144,20180107,102,동북권,111311,노원구,57,39,0.005,0.048,1.0,0.006999999999999999,87.0
145,20180107,104,동남권,111274,강동구,57,45,0.004,0.049,0.9,0.005,84.0
146,20180107,104,동남권,111273,송파구,57,31,0.005,0.041,0.9,0.005,84.0
147,20180107,104,동남권,111262,서초구,62,43,0.004,0.044,0.8,0.005,86.0
148,20180107,104,동남권,111261,강남구,46,42,0.003,0.048,0.7,0.006,67.0
149,20180107,103,서남권,111301,양천구,53,41,0.003,0.053,1.1,0.005,86.0
150,20180107,103,서남권,111281,금천구,53,40,0.003,0.055,1.0,0.005,83.0
151,20180107,103,서남권,111251,관악구,54,45,0.002,0.054000000000000006,0.8,0.006999999999999999,78.0
152,20180107,103,서남권,111241,동작구,59,44,0.004,0.057,1.0,0.005,89.0
153,20180107,103,서남권,111231,영등포구,58,44,0.005,0.043,0.8,0.006999999999999999,82.0
154,20180107,103,서남권,111221,구로구,62,43,0.003,0.034,0.8,0.006999999999999999,86.0
155,20180107,103,서남권,111212,강서구,67,45,0.004,0.056,1.0,0.004,97.0
156,20180107,102,동북권,111291,강북구,49,31,0.006999999999999999,0.047,0.9,0.004,76.0
157,20180107,102,동북권,111171,도봉구,56,39,0.006,0.05,0.9,0.004,83.0
158,20180107,102,동북권,111161,성북구,55,41,0.004,0.052000000000000005,0.9,0.006,82.0
159,20180107,102,동북권,111152,동대문구,57,38,0.005,0.057,0.8,0.006999999999999999,81.0
160,20180107,102,동북권,111151,중랑구,55,37,0.005,0.045,0.8,0.006,79.0
161,20180107,102,동북권,111142,성동구,55,41,0.004,0.042,0.7,0.005,76.0
162,20180107,102,동북권,111141,광진구,58,39,0.005,0.048,0.8,0.005,82.0
163,20180107,101,서북권,111201,마포구,55,39,0.004,0.051,0.9,0.005,82.0
164,20180107,101,서북권,111181,은평구,44,33,0.008,0.049,0.9,0.004,71.0
165,20180107,100,도심권,111131,용산구,53,37,0.004,0.045,0.6,0.005,71.0
166,20180107,100,도심권,111123,종로구,47,36,0.005,0.053,1.0,0.006999999999999999,77.0
167,20180107,100,도심권,111121,중구,46,35,0.004,0.049,0.9,0.004,73.0
168,20180108,100,도심권,111131,용산구,56,41,0.006,0.047,0.6,0.006,74.0
169,20180108,104,동남권,111274,강동구,55,41,0.006,0.051,0.9,0.006,82.0
170,20180108,104,동남권,111273,송파구,54,36,0.006999999999999999,0.043,0.8,0.006,78.0
171,20180108,104,동남권,111262,서초구,67,47,0.008,0.039,0.8,0.006,91.0
172,20180108,104,동남권,111261,강남구,52,44,0.005,0.05,0.8,0.006,76.0
173,20180108,103,서남권,111301,양천구,54,42,0.006,0.045,0.8,0.005,78.0
174,20180108,103,서남권,111281,금천구,58,43,0.008,0.048,0.9,0.006,85.0
175,20180108,103,서남권,111251,관악구,55,47,0.005,0.048,0.6,0.006999999999999999,73.0
176,20180108,103,서남권,111241,동작구,59,46,0.009000000000000001,0.05,0.8,0.005,83.0
177,20180108,103,서남권,111231,영등포구,62,42,0.006,0.039,0.7,0.006999999999999999,83.0
178,20180108,103,서남권,111221,구로구,65,43,0.005,0.03,0.7,0.006999999999999999,86.0
179,20180108,103,서남권,111212,강서구,62,44,0.009000000000000001,0.045,0.7,0.005,83.0
180,20180108,100,도심권,111123,종로구,49,37,0.006,0.053,0.9,0.006999999999999999,76.0
181,20180108,102,동북권,111311,노원구,61,43,0.006999999999999999,0.047,0.9,0.006999999999999999,88.0
182,20180108,100,도심권,111121,중구,52,40,0.006,0.048,0.9,0.005,79.0
183,20180108,102,동북권,111291,강북구,51,33,0.01,0.045,0.8,0.005,75.0
184,20180108,102,동북권,111171,도봉구,57,39,0.01,0.044,0.9,0.006,84.0
185,20180108,102,동북권,111161,성북구,54,39,0.006999999999999999,0.046,0.8,0.006,78.0
186,20180108,102,동북권,111152,동대문구,58,36,0.006,0.055,0.7,0.006999999999999999,79.0
187,20180108,102,동북권,111151,중랑구,55,39,0.005,0.052000000000000005,0.8,0.006999999999999999,79.0
188,20180108,102,동북권,111142,성동구,57,39,0.005,0.044,0.7,0.006,78.0
189,20180108,102,동북권,111141,광진구,64,42,0.006999999999999999,0.052000000000000005,0.9,0.006,91.0
190,20180108,101,서북권,111201,마포구,61,44,0.006999999999999999,0.049,0.9,0.006,88.0
191,20180108,101,서북권,111181,은평구,51,33,0.009000000000000001,0.047,0.9,0.005,78.0
192,20180109,100,도심권,111121,중구,37,19,0.024,0.016,0.4,0.004,49.0
193,20180109,104,동남권,111274,강동구,47,23,0.023,0.019,0.5,0.005,62.0
194,20180109,104,동남권,111273,송파구,48,21,0.026,0.015,0.3,0.004,57.0
195,20180109,104,동남권,111262,서초구,48,23,0.022,0.016,0.4,0.006,60.0
196,20180109,104,동남권,111261,강남구,36,20,0.015,0.02,0.4,0.005,48.0
197,20180109,103,서남권,111301,양천구,36,19,0.018000000000000002,0.02,0.4,0.004,48.0
198,20180109,103,서남권,111281,금천구,40,20,0.022,0.021,0.4,0.005,52.0
199,20180109,103,서남권,111251,관악구,37,22,0.019,0.02,0.2,0.006,43.0
200,20180109,103,서남권,111241,동작구,43,21,0.024,0.019,0.4,0.004,55.0
201,20180109,103,서남권,111231,영등포구,46,23,0.019,0.02,0.6,0.006,64.0
202,20180109,103,서남권,111221,구로구,47,24,0.016,0.014,0.4,0.006999999999999999,59.0
203,20180109,103,서남권,111212,강서구,38,21,0.024,0.019,0.4,0.004,50.0
204,20180109,102,동북권,111311,노원구,42,20,0.03,0.013,0.4,0.006,54.0
205,20180109,102,동북권,111291,강북구,40,17,0.034,0.01,0.4,0.004,52.0
206,20180109,102,동북권,111171,도봉구,46,19,0.029,0.01,0.3,0.004,55.0
207,20180109,102,동북권,111161,성북구,43,22,0.023,0.016,0.4,0.005,55.0
208,20180109,102,동북권,111152,동대문구,48,19,0.023,0.018000000000000002,0.5,0.006,63.0
209,20180109,102,동북권,111151,중랑구,48,24,0.022,0.018000000000000002,0.5,0.006,63.0
210,20180109,102,동북권,111142,성동구,46,21,0.019,0.018000000000000002,0.4,0.005,58.0
211,20180109,102,동북권,111141,광진구,45,20,0.025,0.019,0.5,0.003,60.0
212,20180109,101,서북권,111201,마포구,40,21,0.023,0.019,0.5,0.005,55.0
213,20180109,101,서북권,111181,은평구,48,21,0.027000000000000003,0.02,0.5,0.004,63.0
214,20180109,100,도심권,111131,용산구,40,19,0.021,0.018000000000000002,0.3,0.004,49.0
215,20180109,100,도심권,111123,종로구,37,19,0.023,0.021,0.5,0.006,52.0
216,20180110,100,도심권,111121,중구,28,12,0.023,0.015,0.4,0.003,40.0
217,20180110,104,동남권,111274,강동구,38,16,0.021,0.019,0.4,0.004,50.0
218,20180110,104,동남권,111273,송파구,36,11,0.022,0.015,0.3,0.004,45.0
219,20180110,104,동남권,111262,서초구,37,15,0.021,0.014,0.3,0.005,46.0
220,20180110,104,동남권,111261,강남구,28,13,0.014,0.018000000000000002,0.4,0.005,40.0
221,20180110,103,서남권,111301,양천구,30,13,0.015,0.022,0.4,0.004,42.0
222,20180110,103,서남권,111281,금천구,33,14,0.02,0.021,0.4,0.004,45.0
223,20180110,103,서남권,111251,관악구,29,14,0.017,0.021,0.3,0.006,38.0
224,20180110,103,서남권,111241,동작구,33,13,0.021,0.019,0.4,0.004,45.0
225,20180110,103,서남권,111231,영등포구,39,18,0.015,0.021,0.6,0.006,57.0
226,20180110,103,서남권,111221,구로구,38,19,0.013,0.015,0.4,0.006,50.0
227,20180110,103,서남권,111212,강서구,29,16,0.02,0.02,0.4,0.003,41.0
228,20180110,102,동북권,111311,노원구,34,13,0.024,0.015,0.4,0.005,46.0
229,20180110,102,동북권,111291,강북구,31,9,0.032,0.009000000000000001,0.3,0.004,40.0
230,20180110,102,동북권,111171,도봉구,37,14,0.025,0.01,0.3,0.004,46.0
231,20180110,102,동북권,111161,성북구,35,13,0.023,0.015,0.3,0.005,44.0
232,20180110,102,동북권,111152,동대문구,38,14,0.023,0.016,0.4,0.005,50.0
233,20180110,102,동북권,111151,중랑구,42,17,0.02,0.017,0.4,0.006,54.0
234,20180110,102,동북권,111142,성동구,36,15,0.017,0.016,0.2,0.004,42.0
235,20180110,102,동북권,111141,광진구,32,13,0.022,0.018000000000000002,0.4,0.003,44.0
236,20180110,101,서북권,111201,마포구,30,15,0.021,0.018000000000000002,0.4,0.004,42.0
237,20180110,101,서북권,111181,은평구,40,16,0.025,0.019,0.5,0.004,55.0
238,20180110,100,도심권,111131,용산구,32,13,0.018000000000000002,0.019,0.3,0.004,41.0
239,20180110,100,도심권,111123,종로구,27,13,0.022,0.019,0.4,0.006,39.0
240,20180111,102,동북권,111291,강북구,28,17,0.028,0.01,0.4,0.005,40.0
241,20180111,104,동남권,111274,강동구,35,25,0.019,0.019,0.5,0.005,50.0
242,20180111,104,동남권,111273,송파구,35,19,0.021,0.015,0.4,0.005,47.0
243,20180111,104,동남권,111262,서초구,36,25,0.018000000000000002,0.015,0.4,0.006,48.0
244,20180111,104,동남권,111261,강남구,26,23,0.012,0.02,0.4,0.005,38.0
245,20180111,103,서남권,111301,양천구,30,24,0.014,0.019,0.5,0.003,45.0
246,20180111,103,서남권,111281,금천구,31,22,0.018000000000000002,0.021,0.4,0.005,43.0
247,20180111,103,서남권,111251,관악구,30,22,0.017,0.02,0.3,0.006,39.0
248,20180111,103,서남권,111241,동작구,35,24,0.018000000000000002,0.018000000000000002,0.4,0.004,47.0
249,20180111,103,서남권,111231,영등포구,38,26,0.015,0.019,0.6,0.006999999999999999,56.0
250,20180111,103,서남권,111221,구로구,37,27,0.013,0.013,0.5,0.006,52.0
251,20180111,103,서남권,111212,강서구,31,23,0.019,0.018000000000000002,0.4,0.004,43.0
252,20180111,102,동북권,111311,노원구,34,22,0.023,0.014,0.4,0.006,46.0
253,20180111,102,동북권,111171,도봉구,33,23,0.021,0.01,0.4,0.004,45.0
254,20180111,102,동북권,111161,성북구,32,23,0.02,0.016,0.4,0.005,44.0
255,20180111,102,동북권,111152,동대문구,37,23,0.02,0.018000000000000002,0.5,0.006,52.0
256,20180111,102,동북권,111151,중랑구,38,27,0.018000000000000002,0.018000000000000002,0.5,0.006,53.0
257,20180111,102,동북권,111142,성동구,34,24,0.015,0.017,0.2,0.005,40.0
258,20180111,102,동북권,111141,광진구,34,23,0.02,0.019,0.5,0.003,49.0
259,20180111,101,서북권,111201,마포구,31,23,0.019,0.018000000000000002,0.5,0.005,46.0
260,20180111,101,서북권,111181,은평구,37,25,0.022,0.018000000000000002,0.5,0.004,52.0
261,20180111,100,도심권,111131,용산구,34,23,0.017,0.018000000000000002,0.3,0.004,43.0
262,20180111,100,도심권,111123,종로구,30,22,0.018000000000000002,0.02,0.5,0.006,45.0
263,20180111,100,도심권,111121,중구,29,22,0.02,0.016,0.5,0.004,44.0
264,20180112,102,동북권,111311,노원구,25,15,0.018000000000000002,0.027000000000000003,0.5,0.006,40.0
265,20180112,104,동남권,111274,강동구,26,17,0.013,0.035,0.5,0.004,41.0
266,20180112,104,동남권,111273,송파구,25,14,0.017,0.026,0.5,0.005,40.0
267,20180112,104,동남권,111262,서초구,27,17,0.014,0.027000000000000003,0.4,0.006,39.0
268,20180112,104,동남권,111261,강남구,20,16,0.011,0.03,0.5,0.005,35.0
269,20180112,103,서남권,111301,양천구,24,16,0.012,0.03,0.5,0.004,39.0
270,20180112,103,서남권,111281,금천구,27,19,0.014,0.049,0.5,0.005,42.0
271,20180112,103,서남권,111251,관악구,26,17,0.013,0.033,0.4,0.006999999999999999,38.0
272,20180112,103,서남권,111241,동작구,27,16,0.014,0.031,0.4,0.003,39.0
273,20180112,103,서남권,111231,영등포구,28,19,0.014,0.028,0.6,0.006999999999999999,46.0
274,20180112,103,서남권,111221,구로구,29,18,0.011,0.02,0.3,0.006999999999999999,38.0
275,20180112,103,서남권,111212,강서구,27,19,0.017,0.03,0.4,0.004,39.0
276,20180112,102,동북권,111291,강북구,16,9,0.025,0.021,0.4,0.004,28.0
277,20180112,102,동북권,111171,도봉구,22,14,0.017,0.022,0.6,0.003,40.0
278,20180112,102,동북권,111161,성북구,23,15,0.016,0.03,0.5,0.005,38.0
279,20180112,102,동북권,111152,동대문구,25,15,0.02,0.029,0.5,0.006,40.0
280,20180112,102,동북권,111151,중랑구,28,16,0.013,0.033,0.5,0.006,43.0
281,20180112,102,동북권,111142,성동구,24,16,0.013,0.026,0.5,0.004,39.0
282,20180112,102,동북권,111141,광진구,24,15,0.017,0.031,0.5,0.004,39.0
283,20180112,101,서북권,111201,마포구,23,15,0.017,0.028,0.5,0.005,38.0
284,20180112,101,서북권,111181,은평구,24,15,0.022,0.026,0.5,0.004,39.0
285,20180112,100,도심권,111131,용산구,22,12,0.015,0.029,0.3,0.004,31.0
286,20180112,100,도심권,111123,종로구,21,14,0.017,0.03,0.5,0.006,36.0
287,20180112,100,도심권,111121,중구,20,14,0.018000000000000002,0.026,0.5,0.003,35.0
288,20180113,100,도심권,111131,용산구,51,35,0.003,0.048,0.5,0.005,66.0
289,20180113,104,동남권,111274,강동구,50,39,0.003,0.051,0.7,0.005,71.0
290,20180113,104,동남권,111273,송파구,48,25,0.004,0.044,0.7,0.005,69.0
291,20180113,104,동남권,111262,서초구,57,43,0.003,0.043,0.7,0.006,78.0
292,20180113,104,동남권,111261,강남구,44,43,0.002,0.049,0.7,0.005,65.0
293,20180113,103,서남권,111301,양천구,51,41,0.002,0.053,0.9,0.004,78.0
294,20180113,103,서남권,111281,금천구,52,42,0.003,0.052000000000000005,0.8,0.005,76.0
295,20180113,103,서남권,111251,관악구,52,44,0.003,0.055,0.7,0.006999999999999999,73.0
296,20180113,103,서남권,111241,동작구,54,45,0.003,0.053,0.7,0.004,75.0
297,20180113,103,서남권,111231,영등포구,53,42,0.005,0.043,0.7,0.006999999999999999,74.0
298,20180113,103,서남권,111221,구로구,54,41,0.003,0.032,0.5,0.006999999999999999,69.0
299,20180113,103,서남권,111212,강서구,58,45,0.003,0.059,0.8,0.004,82.0
300,20180113,100,도심권,111123,종로구,48,37,0.003,0.055,0.9,0.006,75.0
301,20180113,102,동북권,111311,노원구,54,37,0.003,0.051,0.9,0.006999999999999999,81.0
302,20180113,100,도심권,111121,중구,54,40,0.003,0.053,0.9,0.005,81.0
303,20180113,102,동북권,111291,강북구,54,34,0.003,0.055,0.9,0.005,81.0
304,20180113,102,동북권,111171,도봉구,52,37,0.004,0.051,0.9,0.006,79.0
305,20180113,102,동북권,111161,성북구,53,39,0.003,0.052000000000000005,0.9,0.006,80.0
306,20180113,102,동북권,111152,동대문구,59,35,0.003,0.06,0.7,0.006,80.0
